country_a,country_b,issue,year,score_a,score_b,absolute_divergence,alignment_score,directional_agreement
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1983,0.125,0.6,0.475,0.7625,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1984,0.5714,0.3333,0.23810000000000003,0.88095,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1985,0.1111,0.5,0.3889,0.80555,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1986,0.4,0.6,0.19999999999999996,0.9,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1987,0.4444,0.75,0.3056,0.8472,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1988,0.5833,0.8,0.2167,0.89165,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1989,0.5833,0.9,0.3167,0.84165,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1990,0.5,0.875,0.375,0.8125,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1991,0.5,0.6667,0.16669999999999996,0.91665,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1993,0.5,1.0,0.5,0.75,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1994,0.4,1.0,0.6,0.7,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1995,0.4167,0.7273,0.31059999999999993,0.8447,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1996,0.4286,0.8571,0.4285,0.78575,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1997,0.4167,0.8333,0.4166,0.7917,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1998,0.25,0.6875,0.4375,0.78125,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,1999,0.4286,0.5714,0.14280000000000004,0.9286,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2000,0.2143,0.7143,0.5,0.75,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2002,0.25,0.6667,0.41669999999999996,0.79165,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2005,0.3529,0.75,0.3971,0.80145,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2007,0.5,0.3333,0.16670000000000001,0.91665,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2010,0.3333,0.6667,0.3334,0.8333,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2011,0.3333,1.0,0.6667000000000001,0.66665,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2012,0.3333,0.6667,0.3334,0.8333,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2016,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2023,0.0,0.0,0.0,1.0,0
IND,CHN,DISARMAMENT--GENERAL AND COMPLETE,2024,0.6667,1.0,0.33330000000000004,0.83335,1
IND,CHN,"DISARMAMENT--GENERAL ASSEMBLY (10TH SPEC. SESS., 1978)--RECOMMENDATIONS",1984,0.8667,0.7692,0.09750000000000003,0.9512499999999999,1
IND,CHN,"DISARMAMENT--GENERAL ASSEMBLY (12TH SPEC. SESS., 1982)--RECOMMENDATIONS",1984,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,DISARMAMENT--RECOMMENDATIONS OF GENERAL ASSEMBLY (10TH SPEC. SESS.)--IMPLEMENTATION,1983,0.8462,0.625,0.22119999999999995,0.8894,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)--RECOMMENDATIONS,1985,0.8333,0.8333,0.0,1.0,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)--RECOMMENDATIONS,1986,0.7692,0.9167,0.14749999999999996,0.92625,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)--RECOMMENDATIONS,1987,0.7,0.75,0.050000000000000044,0.975,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)--RECOMMENDATIONS,1988,0.875,1.0,0.125,0.9375,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)--RECOMMENDATIONS,1989,1.0,1.0,0.0,1.0,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)--RECOMMENDATIONS,1990,1.0,1.0,0.0,1.0,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (12TH SPECIAL SESS. : 1982)--RECOMMENDATIONS,1985,1.0,0.7143,0.28569999999999995,0.8571500000000001,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (12TH SPECIAL SESS. : 1982)--RECOMMENDATIONS,1986,1.0,0.5714,0.4286,0.7857000000000001,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (12TH SPECIAL SESS. : 1982)--RECOMMENDATIONS,1987,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (12TH SPECIAL SESS. : 1982)--RECOMMENDATIONS,1989,1.0,0.75,0.25,0.875,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (12TH SPECIAL SESS. : 1982)--RECOMMENDATIONS,1991,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,DISARMAMENT--UN. GENERAL ASSEMBLY (12TH SPECIAL SESS. : 1982)--RECOMMENDATIONS,1992,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,ECONOMIC ASSISTANCE,1987,1.0,1.0,0.0,1.0,1
IND,CHN,HEALTH,2025,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS,1991,1.0,0.6,0.4,0.8,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1993,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1994,1.0,0.75,0.25,0.875,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1995,1.0,0.6667,0.33330000000000004,0.83335,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1996,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1997,1.0,0.8571,0.14290000000000003,0.92855,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1998,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,1999,1.0,0.8571,0.14290000000000003,0.92855,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2000,1.0,0.8,0.19999999999999996,0.9,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2001,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2002,0.8333,1.0,0.16669999999999996,0.91665,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2003,0.6667,1.0,0.33330000000000004,0.83335,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2004,1.0,0.75,0.25,0.875,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2005,0.625,1.0,0.375,0.8125,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2009,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2011,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2021,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT,2025,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT--UN,1988,1.0,1.0,0.0,1.0,1
IND,CHN,HUMAN RIGHTS ADVANCEMENT--UN SYSTEM,1986,0.75,0.75,0.0,1.0,1
IND,CHN,HUMAN RIGHTS--REPORTS,1993,-0.75,-0.75,0.0,1.0,1
IND,CHN,HUMAN RIGHTS--REPORTS,1994,-0.6667,-0.5,0.16669999999999996,0.91665,1
IND,CHN,HUMAN RIGHTS--REPORTS,1995,-0.5714,-0.5714,0.0,1.0,1
IND,CHN,HUMAN RIGHTS--REPORTS,1996,-0.5714,-0.5714,0.0,1.0,1
IND,CHN,HUMAN RIGHTS--REPORTS,1997,-0.5714,-0.5714,0.0,1.0,1
IND,CHN,HUMAN RIGHTS--REPORTS,1998,-0.5,-0.25,0.25,0.875,1
IND,CHN,HUMAN RIGHTS--REPORTS,1999,-0.5,-0.5,0.0,1.0,1
IND,CHN,HUMAN RIGHTS--REPORTS,2005,-0.4,-0.8,0.4,0.8,1
IND,CHN,INFORMATION,1986,1.0,1.0,0.0,1.0,1
IND,CHN,INTERNATIONAL TRADE,1985,1.0,1.0,0.0,1.0,1
IND,CHN,INTERNATIONAL TRADE,1987,1.0,1.0,0.0,1.0,1
IND,CHN,INTERNATIONAL TRADE,1989,0.6667,1.0,0.33330000000000004,0.83335,1
IND,CHN,INTERNATIONAL TRADE,2025,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1967,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1983,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1984,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1985,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1986,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1987,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1988,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1989,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1990,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1993,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1994,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1995,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,1996,1.0,1.0,0.0,1.0,1
IND,CHN,MIDDLE EAST SITUATION,2018,1.0,1.0,0.0,1.0,1
IND,CHN,NAMIBIA QUESTION,1983,1.0,1.0,0.0,1.0,1
IND,CHN,NAMIBIA QUESTION,1984,1.0,1.0,0.0,1.0,1
IND,CHN,NAMIBIA QUESTION,1985,1.0,1.0,0.0,1.0,1
IND,CHN,NAMIBIA QUESTION,1986,1.0,1.0,0.0,1.0,1
IND,CHN,NAMIBIA QUESTION,1987,1.0,1.0,0.0,1.0,1
IND,CHN,NAMIBIA QUESTION,1988,1.0,1.0,0.0,1.0,1
IND,CHN,NUCLEAR DISARMAMENT,2015,0.25,0.25,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1983,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1984,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1985,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1986,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1987,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1988,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1989,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1990,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1991,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1992,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1993,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1994,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1995,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1996,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1997,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1998,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,1999,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2000,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2001,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2002,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2003,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2004,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2005,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2006,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2007,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2008,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2009,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2010,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2011,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2012,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2013,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2014,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2015,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2016,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2017,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2018,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2019,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2020,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE QUESTION,2022,0.75,1.0,0.25,0.875,1
IND,CHN,PALESTINE REFUGEES,1984,1.0,1.0,0.0,1.0,1
IND,CHN,PALESTINE REFUGEES--ASSISTANCE,1983,1.0,1.0,0.0,1.0,1
IND,CHN,PEACE,2025,0.8,1.0,0.19999999999999996,0.9,1
IND,CHN,RIGHTS OF THE CHILD,2003,1.0,1.0,0.0,1.0,1
IND,CHN,SELF-DETERMINATION OF PEOPLES,1994,1.0,1.0,0.0,1.0,1
IND,CHN,SELF-DETERMINATION OF PEOPLES,2003,0.3333,1.0,0.6667000000000001,0.66665,1
IND,CHN,SOCIAL DEVELOPMENT,2025,1.0,1.0,0.0,1.0,1
IND,CHN,SUSTAINABLE DEVELOPMENT,2023,1.0,1.0,0.0,1.0,1
IND,CHN,SUSTAINABLE DEVELOPMENT,2025,1.0,0.6,0.4,0.8,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS,2021,0.6667,1.0,0.33330000000000004,0.83335,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS,2023,0.6667,1.0,0.33330000000000004,0.83335,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS,2025,0.6667,1.0,0.33330000000000004,0.83335,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1983,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1984,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1985,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1986,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1987,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1988,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1989,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1990,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1991,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1992,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1993,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1994,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1995,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1996,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1997,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1998,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,1999,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2000,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2001,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2002,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2003,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2004,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2005,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2006,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2007,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2008,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2009,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2010,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2011,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2012,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2013,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2014,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2015,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2016,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2017,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2018,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2019,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS--REPORTS,2020,0.75,1.0,0.25,0.875,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--SETTLEMENT POLICY,1997,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--SETTLEMENT POLICY,2003,1.0,1.0,0.0,1.0,1
IND,CHN,TERRITORIES OCCUPIED BY ISRAEL--SETTLEMENT POLICY,2024,0.75,1.0,0.25,0.875,1
IND,CHN,UKRAINE--POLITICAL CONDITIONS,2022,0.0,-0.4,0.4,0.8,0
IND,CHN,UKRAINE--POLITICAL CONDITIONS,2025,0.0,0.0,0.0,1.0,0
IND,CHN,UN CONFERENCES,2025,1.0,1.0,0.0,1.0,1
IND,CHN,UN DISENGAGEMENT OBSERVER FORCE--FINANCING,1987,1.0,1.0,0.0,1.0,1
IND,CHN,UN SYSTEM--STRENGTHENING,2020,1.0,1.0,0.0,1.0,1
IND,CHN,UN--BUDGET (1984-1985),1983,0.7143,1.0,0.28569999999999995,0.8571500000000001,1
IND,CHN,UN--BUDGET (1984-1985),1984,1.0,1.0,0.0,1.0,1
IND,CHN,UN--BUDGET (1986-1987),1985,1.0,1.0,0.0,1.0,1
IND,CHN,UN--BUDGET (1986-1987),1986,0.875,1.0,0.125,0.9375,1
IND,CHN,UN--BUDGET (2021),2020,1.0,1.0,0.0,1.0,1
IND,CHN,UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY--REPORTS,1988,1.0,1.0,0.0,1.0,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1983,0.8333,0.5,0.33330000000000004,0.83335,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1984,1.0,0.625,0.375,0.8125,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1985,0.6667,0.5,0.16669999999999996,0.91665,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1986,0.7857,0.7692,0.01649999999999996,0.99175,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1987,0.7,0.7778,0.07780000000000009,0.9611,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1988,0.8,0.75,0.050000000000000044,0.975,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1989,0.75,0.75,0.0,1.0,1
IND,CHN,UN. ECONOMIC AND SOCIAL COUNCIL--REPORTS,1990,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA,1986,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA,1987,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1985,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1988,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1989,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1990,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1991,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1992,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1993,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1994,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1995,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1996,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1997,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1998,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,1999,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2000,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2001,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2002,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2003,0.8,0.8,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2004,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2005,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2006,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2007,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2008,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2009,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2010,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2011,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2012,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2013,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2014,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2015,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2016,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2017,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2018,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2019,1.0,1.0,0.0,1.0,1
IND,CHN,UNRWA--ACTIVITIES,2020,1.0,1.0,0.0,1.0,1
